Date,DaySum,DaySumIrr,Pac,Pdc,SolIrr,Time,TmpAmb,TmpMod,Wind
2018-03-27 00:00:00,44600,685.0,19401,19929,320.0,08:15:00,25.0,32.0,0.0
2018-03-27 00:00:00,43000,659.0,18255,18758,301.0,08:10:00,25.0,32.0,2.0
2018-03-27 00:00:00,41500,634.0,19355,19847,317.0,08:05:00,25.0,34.0,1.5
2018-03-27 00:00:00,39800,609.0,19447,19864,333.0,08:00:00,26.0,39.0,3.8
2018-03-27 00:00:00,38200,582.0,53304,54770,940.0,07:55:00,28.0,48.0,1.1
2018-03-27 00:00:00,33700,512.0,49564,51082,919.0,07:50:00,28.0,46.0,1.7
2018-03-27 00:00:00,29500,440.0,56915,58429,943.0,07:45:00,29.0,47.0,1.5
2018-03-27 00:00:00,24800,368.0,61187,63143,997.0,07:40:00,27.0,42.0,0.0
2018-03-27 00:00:00,19600,290.0,37402,38887,601.0,07:35:00,23.0,33.0,1.6
2018-03-27 00:00:00,16500,241.0,16140,16517,260.0,07:30:00,22.0,31.0,0.7
2018-03-27 00:00:00,15200,220.0,13317,13635,220.0,07:25:00,22.0,31.0,0.9
2018-03-27 00:00:00,14100,202.0,13421,13700,205.0,07:20:00,23.0,36.0,0.0
2018-03-27 00:00:00,12900,186.0,38297,39341,602.0,07:15:00,25.0,38.0,0.0
2018-03-27 00:00:00,9700,138.0,35339,36205,514.0,07:10:00,24.0,34.0,0.0
2018-03-27 00:00:00,6700,97.0,23809,24517,324.0,07:05:00,23.0,29.0,0.7
2018-03-27 00:00:00,4700,70.0,16608,17000,267.0,07:00:00,23.0,27.0,0.0
2018-03-27 00:00:00,3400,48.0,16575,16988,221.0,06:55:00,22.0,25.0,0.0
2018-03-27 00:00:00,2000,30.0,6959,7100,104.0,06:50:00,19.0,22.0,0.0
2018-03-27 00:00:00,1400,21.0,4336,4400,64.0,06:45:00,19.0,21.0,0.0
2018-03-27 00:00:00,1000,15.0,3542,3576,51.0,06:40:00,19.0,20.0,0.0
2018-03-27 00:00:00,700,11.0,2748,2770,39.0,06:35:00,18.0,20.0,0.0
2018-03-27 00:00:00,500,8.0,2025,2017,28.0,06:30:00,18.0,20.0,0.0
2018-03-27 00:00:00,300,5.0,1371,1356,20.0,06:25:00,18.0,19.0,0.0
2018-03-27 00:00:00,200,4.0,1079,1052,15.0,06:20:00,18.0,19.0,0.0
2018-03-27 00:00:00,100,3.0,800,788,12.0,06:15:00,18.0,19.0,0.0
